Date,aapl_adj_close,msft_adj_close_lag,googl_adj_close_lag,amzn_adj_close_lag,tsla_adj_close_lag,meta_adj_close_lag,sp500_adj_close_lag,10y_treasury_yield_lag,aapl_sma_10_lag,aapl_ema_20_lag
2017-09-18,37.234500885009766,69.56574249267578,46.64899063110352,49.339500427246094,25.320667266845703,171.124755859375,2500.22998046875,2.2019999027252197,37.73668212890625,37.964495137059544
2017-09-19,37.24858474731445,69.42721557617188,46.37267303466797,48.70949935913086,25.666667938232425,169.49964904785156,2503.8701171875,2.2290000915527344,37.61043128967285,37.894971874959566
2017-09-20,36.62437057495117,69.68582916259766,46.727294921875,48.49300003051758,25.00666618347168,172.0021209716797,2506.64990234375,2.243000030517578,37.53181915283203,37.833411196136225
2017-09-21,35.995460510253906,69.22396087646484,47.25997543334961,48.660499572753906,24.92733383178711,171.65316772460938,2508.239990234375,2.2769999504089355,37.39477462768555,37.71826447030908
2017-09-22,35.643455505371094,68.54964447021484,47.26047134399414,48.23249816894531,24.43199920654297,170.5963592529297,2500.60009765625,2.2780001163482666,37.210092544555664,37.55418790268478
2017-09-25,35.329017639160156,68.73442077636719,47.046504974365234,47.755001068115234,23.4060001373291,170.02806091308594,2502.219970703125,2.26200008392334,37.05192642211914,37.372213388654906
2017-09-26,35.936790466308594,67.672119140625,46.59861755371094,46.989498138427734,22.999332427978516,162.38108825683594,2496.659912109375,2.2200000286102295,36.79496765136719,37.17762331727445
2017-09-27,36.192588806152344,67.672119140625,46.75572204589844,46.93000030517578,23.016666412353516,163.71707153320312,2496.840087890625,2.2290000915527344,36.6138053894043,37.05944876003961
2017-09-28,35.96964645385742,68.21711730957031,47.87644958496094,47.54349899291992,22.731332778930664,167.17665100097656,2507.0400390625,2.309000015258789,36.48661727905274,36.9768906691932
2017-09-29,36.16676712036133,68.235595703125,48.12134552001953,47.81999969482422,22.63999938964844,168.22349548339844,2510.06005859375,2.309000015258789,36.36928520202637,36.880962648685035
2017-10-02,36.094017028808594,68.80829620361328,48.56574249267578,48.067501068115234,22.739999771118164,170.35707092285156,2519.360107421875,2.325999975204468,36.23411827087402,36.81294402693992
2017-10-03,36.25124740600586,68.91915130615234,48.2540168762207,47.95949935913086,22.768667221069336,168.96128845214844,2529.1201171875,2.336999893188477,36.120069885253905,36.74447478902265
2017-10-04,36.01658630371094,68.59584045410156,48.48394775390625,47.85499954223633,23.209333419799805,169.44981384277344,2534.580078125,2.3340001106262207,36.02033615112305,36.697500752544855
2017-10-05,36.46479797363281,68.9930419921875,48.219600677490234,48.272499084472656,23.667333602905273,167.9144287109375,2537.739990234375,2.3299999237060547,35.959557723999026,36.63265175741782
2017-10-06,36.44367218017578,70.17542266845703,49.13782501220703,49.04249954223633,23.68866729736328,170.72596740722656,2552.070068359375,2.3499999046325684,36.00649147033691,36.616665682771625
2017-10-09,36.57038879394531,70.203125,49.55928421020508,49.479000091552734,23.79199981689453,171.71298217773438,2549.330078125,2.369999885559082,36.086513137817384,36.60019011109583
2017-10-10,36.58447265625,70.47100830078125,49.492950439453125,49.54949951171875,22.86266708374023,171.98216247558594,2544.72998046875,2.361000061035156,36.210650253295896,36.59735189041483
2017-10-11,36.73700714111328,70.47100830078125,49.26800537109375,49.36000061035156,23.70599937438965,171.0749053955078,2550.639892578125,2.3450000286102295,36.27541847229004,36.596125296684846
2017-10-12,36.60793685913086,70.59107971191406,50.15829849243164,49.75,23.63999938964844,172.22146606445312,2555.239990234375,2.3450000286102295,36.329860305786134,36.60954261520184
2017-10-13,36.84025955200195,71.23770904541016,50.15829849243164,50.04650115966797,23.711999893188477,172.0320281982422,2550.929931640625,2.322999954223633,36.39368934631348,36.609389686052225
2017-10-16,37.518436431884766,71.57947540283203,50.26902770996094,50.14699935913086,23.704666137695312,173.2184600830078,2553.169921875,2.2799999713897705,36.46103858947754,36.63137729233315
2017-10-17,37.65689849853515,71.72727966308594,50.34284210205078,50.31700134277344,23.37333297729492,173.99610900878906,2557.639892578125,2.306999921798706,36.60348052978516,36.71585911514759
2017-10-18,37.49027633666992,71.6718521118164,50.425140380859375,50.45650100708008,23.71666717529297,175.5813446044922,2559.360107421875,2.2980000972747803,36.744045639038085,36.80548191356545
2017-10-19,36.60324478149414,71.6903076171875,50.511924743652344,49.849998474121094,23.976667404174805,175.50157165527344,2561.260009765625,2.3389999866485596,36.891414642333984,36.87070043005159
2017-10-20,36.66661071777344,71.96745300292969,49.96826934814453,49.33050155639648,23.45400047302246,174.03599548339844,2562.10009765625,2.321000099182129,36.90525932312012,36.84522846352231
2017-10-23,36.647823333740234,72.79878234863281,50.129371643066406,49.14550018310547,23.00666618347168,174.45474243164062,2575.2099609375,2.38100004196167,36.92755317687988,36.82821724964147
2017-10-24,36.86607360839844,72.8172607421875,49.15528106689453,48.314998626708984,22.468000411987305,170.75587463378906,2564.97998046875,2.375999927520752,36.935296630859376,36.811036876698495
2017-10-25,36.70415496826172,72.84497833251953,49.30241775512695,48.79499816894531,22.48933219909668,171.28428649902344,2569.1298828125,2.4059998989105225,36.96345672607422,36.81627847019373
2017-10-26,36.938819885253906,72.63252258300781,49.450557708740234,48.64550018310547,21.722667694091797,170.087890625,2557.14990234375,2.444000005722046,36.96017150878906,36.8056000414383
2017-10-27,38.262332916259766,72.75260162353516,49.44855499267578,48.62149810791016,21.744667053222656,170.1177978515625,2560.39990234375,2.4519999027252197,36.993259811401366,36.81828764561122
2017-10-30,39.123558044433594,77.41741943359375,51.55583572387695,55.04750061035156,21.391332626342773,177.3460235595703,2581.070068359375,2.427999973297119,37.13546714782715,36.95581576662537
2017-10-31,39.66798782348633,77.4913330078125,51.528907775878906,55.54249954223633,21.338666915893555,179.33004760742188,2572.830078125,2.369999885559082,37.29597930908203,37.162267412130916
2017-11-01,39.1634407043457,76.83546447753906,51.524417877197266,55.26399993896485,22.10199928283691,179.5194854736328,2575.260009765625,2.375999927520752,37.497088241577146,37.400907451307624
2017-11-02,39.44974899291992,76.83546447753906,52.00123596191406,55.18399810791016,21.405332565307617,182.11167907714844,2579.360107421875,2.375999927520752,37.664404678344724,37.568767761120775
2017-11-03,40.47992706298828,77.63910675048828,52.01969146728515,54.71099853515625,19.950666427612305,178.38290405273438,2579.85009765625,2.3469998836517334,37.9490550994873,37.74790883081593
2017-11-06,40.890586853027344,77.72225952148438,52.36982345581055,55.58000183105469,20.4060001373291,178.38290405273438,2587.840087890625,2.3429999351501465,38.33038673400879,38.00810104340378
2017-11-07,41.02200698852539,78.0270767211914,52.005226135253906,56.03300094604492,20.185333251953125,179.629150390625,2591.1298828125,2.319999933242798,38.7546630859375,38.28262350146316
2017-11-08,41.35758209228515,77.84233093261719,52.489524841308594,56.15850067138672,20.40333366394043,179.70892333984375,2590.639892578125,2.306999921798706,39.17025642395019,38.54351716689766
2017-11-09,41.273094177246094,78.11021423339844,52.78379821777344,56.64400100708008,20.292667388916016,179.02098083496094,2594.3798828125,2.325000047683716,39.63559913635254,38.8115233502679
2017-11-10,41.13650131225586,77.67605590820312,52.2566032409668,56.45650100708008,20.19933319091797,178.76177978515625,2584.6201171875,2.3310000896453857,40.06902656555176,39.04595866712297
2017-11-13,40.971656799316406,77.47283935546875,52.07854461669922,56.26750183105469,20.19933319091797,177.92430114746094,2582.300048828125,2.4000000953674316,40.35644340515137,39.24505796665943
2017-11-14,40.35226821899414,77.52825164794922,51.93141174316406,56.458499908447266,21.02666664123535,178.23336791992188,2584.840087890625,2.4000000953674316,40.54125328063965,39.409495950722
2017-11-15,39.82001876831055,77.63910675048828,51.9533576965332,56.84199905395508,20.579999923706055,177.5354766845703,2578.8701171875,2.38100004196167,40.60968132019043,39.499283785795534
2017-11-16,40.29573440551758,77.0356674194336,51.692501068115234,56.33449935913086,20.753332138061523,177.4158172607422,2564.6201171875,2.3350000381469727,40.67533912658691,39.529829974606486
2017-11-17,40.07200622558594,77.23991394042969,52.29401016235352,56.864498138427734,20.833332061767575,179.05088806152344,2585.639892578125,2.361000061035156,40.75993766784668,39.60277325374088
2017-11-20,40.03195571899414,76.49720001220703,51.66656494140625,56.49399948120117,21.003332138061523,178.46266174316406,2578.85009765625,2.3540000915527344,40.71914558410644,39.64746210820231
2017-11-21,40.77617645263672,76.61791229248047,51.60521697998047,56.31549835205078,20.582666397094727,178.20346069335938,2582.139892578125,2.371999979019165,40.63328247070312,39.684080547325344
2017-11-22,41.20479965209961,77.72266387939453,52.385284423828125,56.9744987487793,21.187332153320312,181.3140869140625,2599.030029296875,2.36299991607666,40.60869941711426,39.78808968116452
2017-11-24,41.20716094970703,77.15636444091797,52.466087341308594,57.80799865722656,20.84000015258789,180.3270568847656,2597.080078125,2.322000026702881,40.593421173095706,39.923014440301195
2017-11-27,40.999900817871094,77.29560852050781,52.695518493652344,59.29999923706055,21.036666870117188,182.23130798339844,2602.419921875,2.3399999141693115,40.5868278503418,40.04531410786365
2017-11-28,40.75969696044922,77.8619384765625,53.46810150146485,59.791500091552734,21.12066650390625,182.48057556152344,2601.419921875,2.328000068664551,40.57316780090332,40.13622712786436
2017-11-29,39.91421127319336,78.799560546875,53.033180236816406,59.68000030517578,21.170000076293945,181.87240600585935,2627.0400390625,2.3380000591278076,40.5519718170166,40.19560520715815
2017-11-30,40.47237777709961,77.369873046875,51.74088287353515,58.063499450683594,20.502666473388672,174.6042938232422,2626.070068359375,2.375999927520752,40.50816612243652,40.168805784875794
2017-12-01,40.283966064453125,78.14042663574219,51.6805305480957,58.837501525878906,20.59000015258789,176.64813232421875,2647.580078125,2.4170000553131104,40.57340202331543,40.19771740318282
2017-12-04,39.98957824707031,78.22399139404297,51.12690353393555,58.11750030517578,20.435333251953125,174.5743865966797,2642.219970703125,2.361999988555908,40.572225189208986,40.20593156139904
2017-12-05,39.951904296875,75.27178955078125,50.468528747558594,56.6974983215332,20.34666633605957,170.9552764892578,2639.43994140625,2.378999948501587,40.56398239135742,40.18532648384392
2017-12-06,39.80352783203125,75.7452392578125,50.85407638549805,57.07849884033203,20.246667861938477,172.3112030029297,2629.570068359375,2.3559999465942383,40.555977249145506,40.163095799370694
2017-12-07,39.87652587890625,76.84999084472656,51.50846099853515,57.61750030517578,20.88400077819824,175.53147888183594,2629.27001953125,2.3299999237060547,40.45871238708496,40.12885123105265
2017-12-08,39.888301849365234,76.5807876586914,52.09949493408203,57.989498138427734,20.749332427978516,179.5992431640625,2636.97998046875,2.375999927520752,40.32588500976563,40.10482024513394
2017-12-11,40.665496826171875,78.13115692138672,52.33940124511719,58.099998474121094,21.0086669921875,178.46266174316406,2651.5,2.382999897003174,40.19399909973144,40.084199445536925
